error_rate,key_length,mismatch,noise,stability,label
0.375,56,21.0,0.140625,0.625,1
0.3684210526315789,57,21.0,0.13573407202216065,0.631578947368421,1
0.36065573770491804,61,22.0,0.13007256113947865,0.639344262295082,1
0.35185185185185186,54,19.0,0.12379972565157751,0.6481481481481481,1
0.39344262295081966,61,24.0,0.15479709755442084,0.6065573770491803,1
0.3409090909090909,44,14.999999999999998,0.1162190082644628,0.6590909090909092,0
0.39285714285714285,56,22.0,0.15433673469387754,0.6071428571428572,1
0.4406779661016949,59,26.0,0.19419706980752657,0.5593220338983051,1
0.2765957446808511,47,13.0,0.07650520597555456,0.7234042553191489,0
0.3137254901960784,51,16.0,0.09842368319876971,0.6862745098039216,0
0.5,54,27.0,0.25,0.5,1
0.41379310344827586,58,24.0,0.17122473246135553,0.5862068965517242,1
0.20754716981132076,53,11.0,0.04307582769668922,0.7924528301886793,0
0.3958333333333333,48,19.0,0.15668402777777776,0.6041666666666667,1
0.35294117647058826,51,18.0,0.12456747404844293,0.6470588235294117,1
0.25,52,13.0,0.0625,0.75,0
0.3023255813953488,43,13.0,0.09140075716603568,0.6976744186046512,0
0.32142857142857145,56,18.0,0.10331632653061226,0.6785714285714286,1
0.28,50,14.000000000000002,0.07840000000000001,0.72,0
0.2558139534883721,43,11.0,0.06544077879935101,0.7441860465116279,0
0.27906976744186046,43,12.0,0.07787993510005409,0.7209302325581395,1
0.3584905660377358,53,19.0,0.12851548593805623,0.6415094339622642,0
0.20833333333333334,48,10.0,0.04340277777777778,0.7916666666666666,0
0.21428571428571427,42,9.0,0.04591836734693877,0.7857142857142857,0
0.3333333333333333,54,18.0,0.1111111111111111,0.6666666666666667,1
0.2641509433962264,53,14.0,0.06977572089711641,0.7358490566037736,0
0.21568627450980393,51,11.0,0.0465205690119185,0.7843137254901961,0
0.22916666666666666,48,11.0,0.052517361111111105,0.7708333333333334,0
0.3902439024390244,41,16.0,0.1522903033908388,0.6097560975609756,1
0.20754716981132076,53,11.0,0.04307582769668922,0.7924528301886793,0
0.24489795918367346,49,12.0,0.059975010412328195,0.7551020408163265,1
0.16666666666666666,48,8.0,0.027777777777777776,0.8333333333333334,0
0.3269230769230769,52,17.0,0.10687869822485208,0.6730769230769231,1
0.29310344827586204,58,17.0,0.08590963139120093,0.7068965517241379,0
0.20754716981132076,53,11.0,0.04307582769668922,0.7924528301886793,0
0.5681818181818182,44,25.000000000000004,0.32283057851239677,0.43181818181818177,1
0.3137254901960784,51,16.0,0.09842368319876971,0.6862745098039216,0
0.3448275862068966,58,20.0,0.11890606420927469,0.6551724137931034,1
0.3888888888888889,54,21.0,0.15123456790123457,0.6111111111111112,1
0.3584905660377358,53,19.0,0.12851548593805623,0.6415094339622642,0
0.18867924528301888,53,10.0,0.0355998576005696,0.8113207547169812,0
0.31666666666666665,60,19.0,0.10027777777777777,0.6833333333333333,1
0.2978723404255319,47,14.0,0.08872793119058396,0.7021276595744681,1
0.25,52,13.0,0.0625,0.75,0
0.20454545454545456,44,9.0,0.04183884297520662,0.7954545454545454,0
0.43478260869565216,46,20.0,0.1890359168241966,0.5652173913043479,1
0.2127659574468085,47,10.0,0.04526935264825713,0.7872340425531915,0
0.2222222222222222,54,12.0,0.04938271604938271,0.7777777777777778,0
0.28,50,14.000000000000002,0.07840000000000001,0.72,0
0.30434782608695654,46,14.0,0.09262759924385634,0.6956521739130435,1
0.23404255319148937,47,11.0,0.05477591670439113,0.7659574468085106,0
0.29411764705882354,51,15.0,0.08650519031141869,0.7058823529411764,0
0.47058823529411764,51,24.0,0.22145328719723184,0.5294117647058824,1
0.34782608695652173,46,16.0,0.12098298676748581,0.6521739130434783,1
0.40384615384615385,52,21.0,0.16309171597633138,0.5961538461538461,0
0.21568627450980393,51,11.0,0.0465205690119185,0.7843137254901961,0
0.21951219512195122,41,9.0,0.04818560380725759,0.7804878048780488,0
0.47368421052631576,38,18.0,0.22437673130193903,0.5263157894736843,1
0.2962962962962963,54,16.0,0.0877914951989026,0.7037037037037037,0
0.17647058823529413,51,9.0,0.031141868512110732,0.8235294117647058,0
0.25,56,14.0,0.0625,0.75,1
0.4489795918367347,49,22.0,0.2015826738858809,0.5510204081632653,1
0.18604651162790697,43,8.0,0.03461330448891292,0.813953488372093,0
0.23076923076923078,52,12.0,0.053254437869822494,0.7692307692307692,0
0.2558139534883721,43,11.0,0.06544077879935101,0.7441860465116279,0
0.29411764705882354,51,15.0,0.08650519031141869,0.7058823529411764,0
0.19047619047619047,42,8.0,0.03628117913832199,0.8095238095238095,0
0.4318181818181818,44,19.0,0.18646694214876033,0.5681818181818181,1
0.21153846153846154,52,11.0,0.04474852071005917,0.7884615384615384,0
0.3125,48,15.0,0.09765625,0.6875,1
0.42,50,21.0,0.17639999999999997,0.5800000000000001,1
0.24444444444444444,45,11.0,0.05975308641975308,0.7555555555555555,0
0.32727272727272727,55,18.0,0.10710743801652893,0.6727272727272727,1
0.3620689655172414,58,21.0,0.13109393579072534,0.6379310344827587,1
0.22641509433962265,53,12.0,0.051263794944820223,0.7735849056603774,0
0.2413793103448276,58,14.0,0.0582639714625446,0.7586206896551724,0
0.125,56,7.0,0.015625,0.875,0
0.425531914893617,47,20.0,0.1810774105930285,0.574468085106383,1
0.36363636363636365,55,20.0,0.1322314049586777,0.6363636363636364,1
0.425531914893617,47,20.0,0.1810774105930285,0.574468085106383,1
0.3064516129032258,62,19.0,0.09391259105098855,0.6935483870967742,0
0.26,50,13.0,0.06760000000000001,0.74,0
0.4,45,18.0,0.16000000000000003,0.6,1
0.24324324324324326,37,9.0,0.059167275383491605,0.7567567567567568,0
0.19230769230769232,52,10.0,0.03698224852071006,0.8076923076923077,0
0.40425531914893614,47,19.0,0.16342236306020821,0.5957446808510638,1
0.28846153846153844,52,14.999999999999998,0.08321005917159761,0.7115384615384616,0
0.4074074074074074,54,22.0,0.16598079561042522,0.5925925925925926,1
0.1346153846153846,52,7.0,0.018121301775147928,0.8653846153846154,0
0.38181818181818183,55,21.0,0.14578512396694215,0.6181818181818182,1
0.3076923076923077,52,16.0,0.09467455621301776,0.6923076923076923,1
0.4423076923076923,52,23.0,0.1956360946745562,0.5576923076923077,1
0.22,50,11.0,0.0484,0.78,0
0.325,40,13.0,0.10562500000000001,0.675,1
0.46153846153846156,52,24.0,0.21301775147928997,0.5384615384615384,1
0.18,50,9.0,0.0324,0.8200000000000001,0
0.28846153846153844,52,14.999999999999998,0.08321005917159761,0.7115384615384616,0
0.5,48,24.0,0.25,0.5,1
0.3,50,15.0,0.09,0.7,0
0.16666666666666666,48,8.0,0.027777777777777776,0.8333333333333334,0
